,precision,recall,f1-score,support
favor,0.75,0.8181818181818182,0.7826086956521738,44.0
against,0.64,0.6153846153846154,0.6274509803921569,26.0
none,0.65625,0.6,0.626865671641791,35.0
accuracy,0.6952380952380952,0.6952380952380952,0.6952380952380952,0.6952380952380952
macro avg,0.6820833333333334,0.677855477855478,0.678975115895374,105.0
weighted avg,0.6915119047619047,0.6952380952380952,0.6922743486319467,105.0
