,precision,recall,f1-score,support
favor,0.6716417910447762,0.8490566037735849,0.7500000000000001,53.0
against,0.7666666666666667,0.6764705882352942,0.71875,34.0
none,0.5714285714285714,0.3333333333333333,0.4210526315789474,24.0
accuracy,0.6846846846846847,0.6846846846846847,0.6846846846846847,0.6846846846846847
macro avg,0.6699123430466715,0.6196201751140707,0.6299342105263158,111.0
weighted avg,0.6790807865434731,0.6846846846846847,0.6693041725936463,111.0
