,precision,recall,f1-score,support
favor,0.8775510204081632,0.8113207547169812,0.8431372549019608,53.0
against,0.8285714285714286,0.8529411764705882,0.8405797101449276,34.0
none,0.6666666666666666,0.75,0.7058823529411765,24.0
accuracy,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109
macro avg,0.7909297052154195,0.8047539770625232,0.7965331059960216,111.0
weighted avg,0.8169516455230741,0.8108108108108109,0.8126771272551323,111.0
