,precision,recall,f1-score,support
favor,0.8867924528301887,0.8867924528301887,0.8867924528301887,53.0
against,0.8235294117647058,0.8235294117647058,0.8235294117647058,34.0
none,0.7083333333333334,0.7083333333333334,0.7083333333333334,24.0
accuracy,0.8288288288288288,0.8288288288288288,0.8288288288288288,0.8288288288288288
macro avg,0.8062183993094093,0.8062183993094093,0.8062183993094093,111.0
weighted avg,0.8288288288288288,0.8288288288288288,0.8288288288288288,111.0
