,precision,recall,f1-score,support
favor,0.6730769230769231,0.7954545454545454,0.7291666666666666,44.0
against,0.6666666666666666,0.15384615384615385,0.25,26.0
none,0.5319148936170213,0.7142857142857143,0.6097560975609756,35.0
accuracy,0.6095238095238096,0.6095238095238096,0.6095238095238096,0.6095238095238096
macro avg,0.6238861611202037,0.5545288045288045,0.529640921409214,105.0
weighted avg,0.6244356116696542,0.6095238095238096,0.5707123499806427,105.0
