,precision,recall,f1-score,support
favor,0.75,0.75,0.75,44.0
against,0.7647058823529411,0.5,0.6046511627906976,26.0
none,0.6363636363636364,0.8,0.7088607594936709,35.0
accuracy,0.7047619047619048,0.7047619047619048,0.7047619047619048,0.7047619047619048
macro avg,0.7170231729055258,0.6833333333333332,0.6878373074281229,105.0
weighted avg,0.7157626687038452,0.7047619047619048,0.7002957791889202,105.0
