,precision,recall,f1-score,support
favor,0.7291666666666666,0.7954545454545454,0.7608695652173914,44.0
against,0.7619047619047619,0.6153846153846154,0.6808510638297872,26.0
none,0.7222222222222222,0.7428571428571429,0.732394366197183,35.0
accuracy,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
macro avg,0.7377645502645502,0.7178987678987679,0.7247049984147872,105.0
weighted avg,0.7349584278155705,0.7333333333333333,0.7315637271051533,105.0
