,precision,recall,f1-score,support
favor,0.7903225806451613,0.9245283018867925,0.8521739130434782,53.0
against,0.7948717948717948,0.9117647058823529,0.8493150684931507,34.0
none,0.9,0.375,0.5294117647058825,24.0
accuracy,0.8018018018018018,0.8018018018018018,0.8018018018018018,0.8018018018018018
macro avg,0.8283981251723187,0.7370976692563818,0.7436335820808372,111.0
weighted avg,0.81543007026878,0.8018018018018018,0.7815118204775914,111.0
