,precision,recall,f1-score,support
favor,0.8032786885245902,0.9245283018867925,0.8596491228070176,53.0
against,0.7804878048780488,0.9411764705882353,0.8533333333333334,34.0
none,0.8888888888888888,0.3333333333333333,0.48484848484848486,24.0
accuracy,0.8018018018018018,0.8018018018018018,0.8018018018018018,0.8018018018018018
macro avg,0.8242184607638426,0.7330127019361203,0.7326103136629453,111.0
weighted avg,0.814808010729642,0.8018018018018018,0.7766765808871072,111.0
