,precision,recall,f1-score,support
favor,0.4,0.5555555555555556,0.46511627906976744,18.0
against,0.7096774193548387,0.7096774193548387,0.7096774193548389,31.0
none,0.8674698795180723,0.8,0.8323699421965319,90.0
accuracy,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209
macro avg,0.6590490996243038,0.6884109916367981,0.6690545468737127,139.0
weighted avg,0.7717430874577447,0.7482014388489209,0.7574488332441992,139.0
