,precision,recall,f1-score,support
favor,0.4166666666666667,0.2777777777777778,0.33333333333333337,18.0
against,0.8,0.7741935483870968,0.7868852459016393,31.0
none,0.8350515463917526,0.9,0.8663101604278075,90.0
accuracy,0.7913669064748201,0.7913669064748201,0.7913669064748201,0.7913669064748201
macro avg,0.6839060710194732,0.6506571087216249,0.6621762465542601,139.0
weighted avg,0.7730549580953793,0.7913669064748201,0.7795781083557805,139.0
