,precision,recall,f1-score,support
favor,0.5,0.6666666666666666,0.5714285714285715,18.0
against,0.6153846153846154,0.7741935483870968,0.6857142857142857,31.0
none,0.8947368421052632,0.7555555555555555,0.8192771084337349,90.0
accuracy,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209
macro avg,0.6700404858299596,0.7321385902031063,0.6921399885255307,139.0
weighted avg,0.781318265225876,0.7482014388489209,0.757394222315779,139.0
