,precision,recall,f1-score,support
favor,0.803921568627451,0.9318181818181818,0.8631578947368421,44.0
against,0.782608695652174,0.6923076923076923,0.7346938775510203,26.0
none,0.8387096774193549,0.7428571428571429,0.787878787878788,35.0
accuracy,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095
macro avg,0.80841331389966,0.788994338994339,0.7952435200555502,105.0
weighted avg,0.8102401315832551,0.8095238095238095,0.8062547215286205,105.0
