,precision,recall,f1-score,support
favor,0.5862068965517241,0.9444444444444444,0.7234042553191489,18.0
against,0.8571428571428571,0.7741935483870968,0.8135593220338982,31.0
none,0.9512195121951219,0.8666666666666667,0.9069767441860465,90.0
accuracy,0.8561151079136691,0.8561151079136691,0.8561151079136691,0.8561151079136691
macro avg,0.7981897552965677,0.861768219832736,0.8146467738463645,139.0
weighted avg,0.8829705669562632,0.8561151079136691,0.8623706658671921,139.0
