,precision,recall,f1-score,support
favor,0.6666666666666666,0.8888888888888888,0.761904761904762,18.0
against,0.9166666666666666,0.7096774193548387,0.7999999999999999,31.0
none,0.9010989010989011,0.9111111111111111,0.9060773480662984,90.0
accuracy,0.8633093525179856,0.8633093525179856,0.8633093525179856,0.8633093525179856
macro avg,0.8281440781440782,0.8365591397849462,0.8226607033236868,139.0
weighted avg,0.8742127177378975,0.8633093525179856,0.863749978706853,139.0
