,precision,recall,f1-score,support
favor,0.8571428571428571,0.8571428571428571,0.8571428571428571,63.0
against,0.6842105263157895,0.7222222222222222,0.7027027027027027,18.0
none,0.75,0.7297297297297297,0.7397260273972601,37.0
accuracy,0.7966101694915254,0.7966101694915254,0.7966101694915254,0.7966101694915254
macro avg,0.7637844611528822,0.7696982696982696,0.7665238624142733,118.0
weighted avg,0.7971677074041035,0.7966101694915254,0.7967670479859937,118.0
