,precision,recall,f1-score,support
favor,0.8615384615384616,0.8888888888888888,0.8750000000000001,63.0
against,0.6521739130434783,0.8333333333333334,0.7317073170731708,18.0
none,0.8666666666666667,0.7027027027027027,0.7761194029850748,37.0
accuracy,0.8220338983050848,0.8220338983050848,0.8220338983050848,0.8220338983050848
macro avg,0.7934596804162023,0.8083083083083084,0.7942755733527486,118.0
weighted avg,0.8312094930370539,0.8220338983050848,0.8221368611674988,118.0
