,precision,recall,f1-score,support
favor,0.691358024691358,0.8888888888888888,0.7777777777777778,63.0
against,0.8571428571428571,0.3333333333333333,0.48,18.0
none,0.7333333333333333,0.5945945945945946,0.6567164179104478,37.0
accuracy,0.711864406779661,0.711864406779661,0.711864406779661,0.711864406779661
macro avg,0.7606114050558496,0.6056056056056055,0.6381647318960751,118.0
weighted avg,0.7298089857411891,0.711864406779661,0.6943941310397167,118.0
