,precision,recall,f1-score,support
favor,0.4634146341463415,0.8636363636363636,0.6031746031746033,44.0
against,0.5454545454545454,0.23076923076923078,0.3243243243243243,26.0
none,0.5833333333333334,0.2,0.2978723404255319,35.0
accuracy,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857
macro avg,0.5307341709780734,0.4314685314685314,0.40845708930815317,105.0
weighted avg,0.5237021785802273,0.4857142857142857,0.4323585417810343,105.0
