,precision,recall,f1-score,support
favor,0.5058823529411764,0.9772727272727273,0.6666666666666666,44.0
against,0.6666666666666666,0.15384615384615385,0.25,26.0
none,0.7142857142857143,0.2857142857142857,0.40816326530612246,35.0
accuracy,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428
macro avg,0.6289449112978525,0.4722777222777223,0.441609977324263,105.0
weighted avg,0.6151633986928104,0.5428571428571428,0.4773242630385487,105.0
