,precision,recall,f1-score,support
favor,0.5373134328358209,0.8181818181818182,0.6486486486486487,44.0
against,0.6923076923076923,0.34615384615384615,0.46153846153846156,26.0
none,0.68,0.4857142857142857,0.5666666666666667,35.0
accuracy,0.5904761904761905,0.5904761904761905,0.5904761904761905,0.5904761904761905
macro avg,0.6365403750478378,0.55001665001665,0.558951258951259,105.0
weighted avg,0.6232551528073916,0.5904761904761905,0.574989274989275,105.0
