,precision,recall,f1-score,support
favor,0.5769230769230769,0.8333333333333334,0.6818181818181818,18.0
against,0.6304347826086957,0.9354838709677419,0.7532467532467533,31.0
none,0.9701492537313433,0.7222222222222222,0.8280254777070063,90.0
accuracy,0.7841726618705036,0.7841726618705036,0.7841726618705036,0.7841726618705036
macro avg,0.7258357044210385,0.8303464755077657,0.7543634709239804,139.0
weighted avg,0.8434642192899702,0.7841726618705036,0.792414889330987,139.0
