,precision,recall,f1-score,support
favor,0.7,0.7777777777777778,0.7368421052631577,18.0
against,0.8235294117647058,0.9032258064516129,0.8615384615384616,31.0
none,0.9294117647058824,0.8777777777777778,0.9028571428571429,90.0
accuracy,0.8705035971223022,0.8705035971223022,0.8705035971223022,0.8705035971223022
macro avg,0.8176470588235295,0.8529271206690562,0.8337459032195874,139.0
weighted avg,0.8760897164621244,0.8705035971223022,0.8721438349609497,139.0
