,precision,recall,f1-score,support
favor,0.5555555555555556,0.2777777777777778,0.3703703703703704,18.0
against,0.7777777777777778,0.45161290322580644,0.5714285714285714,31.0
none,0.7589285714285714,0.9444444444444444,0.8415841584158414,90.0
accuracy,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209
macro avg,0.697420634920635,0.5579450418160096,0.5944610334049277,139.0
weighted avg,0.7367962772639032,0.7482014388489209,0.7203131412832957,139.0
