,precision,recall,f1-score,support
favor,0.65,0.8253968253968254,0.7272727272727272,63.0
against,0.4117647058823529,0.3888888888888889,0.39999999999999997,18.0
none,0.5714285714285714,0.32432432432432434,0.41379310344827586,37.0
accuracy,0.6016949152542372,0.6016949152542372,0.6016949152542372,0.6016949152542372
macro avg,0.5443977591036414,0.5128700128700129,0.5136886102403343,118.0
weighted avg,0.5890222190571145,0.6016949152542372,0.5790553105573562,118.0
