,precision,recall,f1-score,support
favor,0.7307692307692307,0.7169811320754716,0.7238095238095238,53.0
against,0.6551724137931034,0.5588235294117647,0.6031746031746031,34.0
none,0.43333333333333335,0.5416666666666666,0.4814814814814815,24.0
accuracy,0.6306306306306306,0.6306306306306306,0.6306306306306306,0.6306306306306306
macro avg,0.6064249926318891,0.605823776051301,0.6028218694885362,111.0
weighted avg,0.643302984682295,0.6306306306306306,0.6344630344630345,111.0
