,precision,recall,f1-score,support
favor,0.71875,0.7301587301587301,0.7244094488188977,63.0
against,0.391304347826087,0.5,0.4390243902439025,18.0
none,0.6774193548387096,0.5675675675675675,0.6176470588235294,37.0
accuracy,0.6440677966101694,0.6440677966101694,0.6440677966101694,0.6440677966101694
macro avg,0.5958245675549322,0.5992420992420993,0.5936936326287765,118.0
weighted avg,0.6558410541517103,0.6440677966101694,0.6473997921733169,118.0
