,precision,recall,f1-score,support
favor,0.5391304347826087,0.9841269841269841,0.6966292134831461,63.0
against,0.0,0.0,0.0,18.0
none,0.5,0.02702702702702703,0.05128205128205129,37.0
accuracy,0.5338983050847458,0.5338983050847458,0.5338983050847458,0.5338983050847458
macro avg,0.3463768115942029,0.33705133705133705,0.24930375492173248,118.0
weighted avg,0.44462048636698603,0.5338983050847458,0.3880091215836788,118.0
