,precision,recall,f1-score,support
favor,0.6170212765957447,0.9206349206349206,0.7388535031847134,63.0
against,0.375,0.16666666666666666,0.23076923076923078,18.0
none,0.75,0.32432432432432434,0.4528301886792453,37.0
accuracy,0.6186440677966102,0.6186440677966102,0.6186440677966102,0.6186440677966102
macro avg,0.5806737588652483,0.4705419705419705,0.4741509742110632,118.0
weighted avg,0.6217994951316265,0.6186440677966102,0.5716638460645354,118.0
